"","gene_id","sample_1","sample_2","status","value_1","value_2","log2_fold_change","test_stat","p_value","q_value","significant"
"201327","Sobic.009G221400.v3.2","seed_wt","seed_plasma","OK",1.73683,4.80111,1.46692,2.5993,5e-05,0.000142862,"yes"
"201334","Sobic.009G222100.v3.2","seed_wt","seed_plasma","OK",1.40902,9.00044,2.6753,5.10857,5e-05,0.000142862,"yes"
"201360","Sobic.009G224800.v3.2","seed_wt","seed_plasma","OK",97.9885,254.368,1.37623,3.66394,5e-05,0.000142862,"yes"
"201363","Sobic.009G225100.v3.2","seed_wt","seed_plasma","OK",4.84802,9.74917,1.00788,2.433,5e-05,0.000142862,"yes"
"201368","Sobic.009G225600.v3.2","seed_wt","seed_plasma","OK",7.21427,15.6079,1.11335,2.44437,5e-05,0.000142862,"yes"
"201391","Sobic.009G227800.v3.2","seed_wt","seed_plasma","OK",0.842322,2.87008,1.76865,2.88821,5e-05,0.000142862,"yes"
"201397","Sobic.009G228400.v3.2","seed_wt","seed_plasma","OK",5.87134,17.5172,1.57701,4.18955,5e-05,0.000142862,"yes"
"201413","Sobic.009G230000.v3.2","seed_wt","seed_plasma","OK",42.1756,92.5512,1.13384,3.21131,5e-05,0.000142862,"yes"
"201414","Sobic.009G230100.v3.2","seed_wt","seed_plasma","OK",4.45754,9.18588,1.04317,2.4098,1e-04,0.000276386,"yes"
"201425","Sobic.009G231200.v3.2","seed_wt","seed_plasma","OK",15.6112,34.3096,1.13603,3.13491,5e-05,0.000142862,"yes"
"201427","Sobic.009G231400.v3.2","seed_wt","seed_plasma","OK",34.7608,105.512,1.60188,4.3153,5e-05,0.000142862,"yes"
"201434","Sobic.009G232100.v3.2","seed_wt","seed_plasma","OK",13.1102,26.7377,1.02819,2.7871,5e-05,0.000142862,"yes"
"201436","Sobic.009G232266.v3.2","seed_wt","seed_plasma","OK",31.0027,84.0497,1.43885,3.92834,5e-05,0.000142862,"yes"
"201441","Sobic.009G232800.v3.2","seed_wt","seed_plasma","OK",9.28365,29.7153,1.67844,4.25005,5e-05,0.000142862,"yes"
"201474","Sobic.009G236100.v3.2","seed_wt","seed_plasma","OK",31.5101,92.6275,1.55562,4.1591,5e-05,0.000142862,"yes"
"201482","Sobic.009G236800.v3.2","seed_wt","seed_plasma","OK",0.25219,1.16283,2.20506,2.59657,1e-04,0.000276386,"yes"
"201492","Sobic.009G237600.v3.2","seed_wt","seed_plasma","OK",11.7697,43.4164,1.88316,4.993,5e-05,0.000142862,"yes"
"201498","Sobic.009G238200.v3.2","seed_wt","seed_plasma","OK",1.03166,3.90286,1.91957,1.6992,0.0066,0.0135645,"yes"
"201500","Sobic.009G238500.v3.2","seed_wt","seed_plasma","OK",0.503116,2.30637,2.19666,3.15441,5e-05,0.000142862,"yes"
"201501","Sobic.009G238600.v3.2","seed_wt","seed_plasma","OK",22.7575,73.8878,1.699,4.7448,5e-05,0.000142862,"yes"
"201502","Sobic.009G238650.v3.2","seed_wt","seed_plasma","OK",0.411971,1.95937,2.24978,1.98732,0.00535,0.0112002,"yes"
"201531","Sobic.009G241300.v3.2","seed_wt","seed_plasma","OK",0.887301,2.55823,1.52765,2.20542,0.00055,0.0013708,"yes"
"201533","Sobic.009G241500.v3.2","seed_wt","seed_plasma","OK",1.15995,2.69483,1.21613,1.77036,0.002,0.00453612,"yes"
"201535","Sobic.009G241700.v3.2","seed_wt","seed_plasma","OK",53.8773,121.326,1.17114,3.35704,5e-05,0.000142862,"yes"
