"","gene_id","sample_1","sample_2","status","value_1","value_2","log2_fold_change","test_stat","p_value","q_value","significant"
"149117","Sobic.003G234000.v3.2","WT_seed","plasma_seed","OK",0.673969,2.13148,1.6611,2.56004,2e-04,0.00053758,"yes"
"149133","Sobic.003G235601.v3.2","WT_seed","plasma_seed","OK",0.352557,1.0661,1.59642,1.86866,0.00315,0.00694545,"yes"
"149140","Sobic.003G236200.v3.2","WT_seed","plasma_seed","OK",2.50338,8.96189,1.83993,2.60881,0.00025,0.00066314,"yes"
"149145","Sobic.003G236551.v3.2","WT_seed","plasma_seed","OK",22.9374,52.5232,1.19526,3.12024,5e-05,0.00014463,"yes"
"149152","Sobic.003G237201.v3.2","WT_seed","plasma_seed","OK",4.33156,11.2426,1.37602,3.12512,5e-05,0.00014463,"yes"
"149189","Sobic.003G240600.v3.2","WT_seed","plasma_seed","OK",0.690357,4.99025,2.8537,3.70714,5e-05,0.00014463,"yes"
"149197","Sobic.003G241400.v3.2","WT_seed","plasma_seed","OK",211.45,583.926,1.46547,3.7002,5e-05,0.00014463,"yes"
"149204","Sobic.003G242200.v3.2","WT_seed","plasma_seed","OK",0.50943,1.5988,1.65003,2.63109,5e-05,0.00014463,"yes"
"149222","Sobic.003G243900.v3.2","WT_seed","plasma_seed","OK",0.62596,1.54916,1.30734,1.48298,0.01545,0.0299334,"yes"
"149224","Sobic.003G244100.v3.2","WT_seed","plasma_seed","OK",1.34092,2.83815,1.08173,1.70885,0.00395,0.00855568,"yes"
"149234","Sobic.003G244850.v3.2","WT_seed","plasma_seed","OK",2.06404,6.65751,1.68951,2.60509,5e-05,0.00014463,"yes"
"149264","Sobic.003G247800.v3.2","WT_seed","plasma_seed","OK",3.25868,8.71532,1.41927,2.36901,5e-05,0.00014463,"yes"
"149270","Sobic.003G248400.v3.2","WT_seed","plasma_seed","OK",2.29108,7.43905,1.69909,3.84007,5e-05,0.00014463,"yes"
"149271","Sobic.003G248500.v3.2","WT_seed","plasma_seed","OK",34.9001,69.9881,1.00388,2.88682,5e-05,0.00014463,"yes"
"149295","Sobic.003G250600.v3.2","WT_seed","plasma_seed","OK",6.62163,14.2318,1.10386,2.92298,5e-05,0.00014463,"yes"
"149298","Sobic.003G251000.v3.2","WT_seed","plasma_seed","OK",0.801619,1.92213,1.26172,2.14109,0.00055,0.00138449,"yes"
"149311","Sobic.003G252300.v3.2","WT_seed","plasma_seed","OK",2.00778,6.87449,1.77565,3.11964,5e-05,0.00014463,"yes"
"149342","Sobic.003G254900.v3.2","WT_seed","plasma_seed","OK",4.17874,10.6968,1.35604,3.00061,5e-05,0.00014463,"yes"
"149385","Sobic.003G258800.v3.2","WT_seed","plasma_seed","OK",41.7264,562.633,3.75316,6.0415,5e-05,0.00014463,"yes"
"149389","Sobic.003G259200.v3.2","WT_seed","plasma_seed","OK",9.77185,27.8494,1.51094,3.88036,5e-05,0.00014463,"yes"
"149395","Sobic.003G259800.v3.2","WT_seed","plasma_seed","OK",4.76208,12.8672,1.43404,3.02894,5e-05,0.00014463,"yes"
