"","gene_id","sample_1","sample_2","status","value_1","value_2","log2_fold_change","test_stat","p_value","q_value","significant"
"30294","Sobic.009G183700.v3.2","seed_wt","seed_plasma","OK",8.8472,3.17523,-1.47836,-2.18359,0.00015,0.000624855,"yes"
"30299","Sobic.009G184200.v3.2","seed_wt","seed_plasma","OK",4.02916,0.14961,-4.7512,-4.09408,5e-05,0.000226883,"yes"
"30337","Sobic.009G188000.v3.2","seed_wt","seed_plasma","OK",10.2569,0.605551,-4.08221,-3.4546,0.00075,0.00264828,"yes"
"30349","Sobic.009G189200.v3.2","seed_wt","seed_plasma","OK",55.412,22.0601,-1.32876,-2.44206,5e-05,0.000226883,"yes"
"30354","Sobic.009G189700.v3.2","seed_wt","seed_plasma","OK",27.3661,1.86461,-3.87544,-3.45075,3e-04,0.00116681,"yes"
"30375","Sobic.009G191800.v3.2","seed_wt","seed_plasma","OK",14.1792,4.9653,-1.51382,-2.11944,0.00075,0.00264828,"yes"
"30406","Sobic.009G194900.v3.2","seed_wt","seed_plasma","OK",24.8894,8.30748,-1.58305,-3.00153,5e-05,0.000226883,"yes"
"30407","Sobic.009G195000.v3.2","seed_wt","seed_plasma","OK",5.77234,1.84316,-1.64698,-1.9285,0.00155,0.00502959,"yes"
"30426","Sobic.009G196900.v3.2","seed_wt","seed_plasma","OK",5.32983,2.05275,-1.37653,-1.84434,0.00315,0.00935673,"yes"
"30446","Sobic.009G198700.v3.2","seed_wt","seed_plasma","OK",15.2647,4.16664,-1.87325,-2.66186,5e-05,0.000226883,"yes"
"30479","Sobic.009G201700.v3.2","seed_wt","seed_plasma","OK",22.2977,10.3671,-1.10488,-2.06853,0.00055,0.00200761,"yes"
"30497","Sobic.009G203700.v3.2","seed_wt","seed_plasma","OK",6.41756,0.173828,-5.20629,-3.88272,0.00525,0.0145812,"yes"
"30540","Sobic.009G207600.v3.2","seed_wt","seed_plasma","OK",1.68151,0.534794,-1.6527,-1.28913,0.03805,0.0799604,"no"
"30551","Sobic.009G208700.v3.2","seed_wt","seed_plasma","OK",6.65333,0.460631,-3.85239,-2.8371,0.0054,0.0149388,"yes"
"30563","Sobic.009G209900.v3.2","seed_wt","seed_plasma","OK",58.7352,26.585,-1.14361,-2.01265,4e-04,0.00151008,"yes"
"30593","Sobic.009G212800.v3.2","seed_wt","seed_plasma","OK",17.8826,5.89826,-1.6002,-2.39398,5e-05,0.000226883,"yes"
"30602","Sobic.009G213600.v3.2","seed_wt","seed_plasma","OK",5.44749,2.67345,-1.02689,-1.53622,0.01025,0.0260117,"yes"
"30617","Sobic.009G215000.v3.2","seed_wt","seed_plasma","OK",7.83173,3.01021,-1.37947,-1.6172,0.007,0.0186946,"yes"
"30632","Sobic.009G216300.v3.2","seed_wt","seed_plasma","OK",6.10635,2.04541,-1.57792,-2.10602,0.00105,0.00356415,"yes"
"30637","Sobic.009G216800.v3.2","seed_wt","seed_plasma","OK",31.7576,15.2515,-1.05815,-1.88564,0.0012,0.00400957,"yes"
"30656","Sobic.009G218900.v3.2","seed_wt","seed_plasma","OK",36.9207,0.349561,-6.72274,-6.12969,5e-05,0.000226883,"yes"
"30722","Sobic.009G225500.v3.2","seed_wt","seed_plasma","OK",6.71647,1.57574,-2.09167,-2.6655,2e-04,0.000811791,"yes"
"30743","Sobic.009G227600.v3.2","seed_wt","seed_plasma","OK",2.00716,0.565764,-1.82688,-1.73855,0.00755,0.0199627,"yes"
"30786","Sobic.009G231800.v3.2","seed_wt","seed_plasma","OK",16.9755,6.617,-1.3592,-2.42519,5e-05,0.000226883,"yes"
"30790","Sobic.009G232200.v3.2","seed_wt","seed_plasma","OK",45.1963,6.87051,-2.71772,-4.10974,5e-05,0.000226883,"yes"
"30797","Sobic.009G232900.v3.2","seed_wt","seed_plasma","OK",48.1977,23.2671,-1.05067,-1.89296,0.00125,0.00415803,"yes"
"30845","Sobic.009G237400.v3.2","seed_wt","seed_plasma","OK",2.87093,1.02037,-1.49242,-1.52678,0.01195,0.0296923,"yes"
"30896","Sobic.009G242200.v3.2","seed_wt","seed_plasma","OK",2.32365,0.494666,-2.23186,-2.12133,0.002,0.00628084,"yes"
"30898","Sobic.009G242300.v3.2","seed_wt","seed_plasma","OK",327.187,127.818,-1.35602,-2.01214,2e-04,0.000811791,"yes"
"30899","Sobic.009G242400.v3.2","seed_wt","seed_plasma","OK",58.3393,28.9319,-1.0118,-1.91468,0.001,0.00341485,"yes"
"30900","Sobic.009G242501.v3.2","seed_wt","seed_plasma","OK",2.21993,0.553802,-2.00307,-1.70425,0.01455,0.0351525,"yes"
"30915","Sobic.009G244200.v3.2","seed_wt","seed_plasma","OK",2.76382,1.31744,-1.06892,-1.23399,0.04,0.0834717,"no"
"30922","Sobic.009G244900.v3.2","seed_wt","seed_plasma","OK",6.47179,1.31675,-2.29718,-2.58889,0.00035,0.00134022,"yes"
"30923","Sobic.009G245000.v3.2","seed_wt","seed_plasma","OK",125.651,50.8129,-1.30615,-2.35553,1e-04,0.000431629,"yes"
"30943","Sobic.009G246700.v3.2","seed_wt","seed_plasma","OK",15.8276,7.32728,-1.11109,-1.9221,0.001,0.00341485,"yes"
"30981","Sobic.009G250800.v3.2","seed_wt","seed_plasma","OK",4.70451,0.396425,-3.56892,-2.81738,0.00175,0.00558801,"yes"
"30984","Sobic.009G251100.v3.2","seed_wt","seed_plasma","OK",4.13959,1.42292,-1.54063,-1.85761,0.0025,0.00764688,"yes"
"30991","Sobic.009G251800.v3.2","seed_wt","seed_plasma","OK",3.38928,0.347585,-3.28554,-2.95791,8e-04,0.00280389,"yes"
"31013","Sobic.009G254000.v3.2","seed_wt","seed_plasma","OK",12.8013,4.10605,-1.64047,-2.65471,5e-05,0.000226883,"yes"
